Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Total,Rank_asistencias_Total,Rank_rebotes_Total,Rank_libres_Total,Rank_dobles_Total,Rank_triples_Total,Rank_robos_Total,Rank_score_global_Total,Torneo,picture
ATILIO COCCO,3.0,0.5,4.5,0.0,0.0,1.0,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
AUGUSTO EL ZOOR,2.5,0.0,4.0,0.0,1.25,0.0,0.25,6.75,4,204,89,108,89,100,86,89,262,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
AUGUSTO FORTUNATO,2.166666666666667,0.0,4.416666666666666,0.16666666666666666,1.0,0.0,0.16666666666666666,6.75,5,211,89,97,85,109,86,91,262,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
AUGUSTO TRIMARCO,5.5,1.0,7.0,2.0,1.0,0.5,2.5,16.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"AUGUSTO, FERNANDO",1.0,0.4,2.6,0.0,0.2,0.2,1.0,5.0,5,232,78,153,89,129,79,57,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
AVALOS MATEO,13.0,2.0,7.0,3.0,5.0,0.0,1.0,23.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
AXEL ALVAREZ LEONEL,6.5,0.5,3.5,0.5,3.0,0.0,1.0,11.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6P1ps86JQUsg3gUCzdHvbU.jpg
AXEL ORLINSKI,3.0,0.0,5.0,0.0,0.0,1.0,2.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wH6AFKnTA9VFzhCDgMN8ca.jpg
AXEL SCHENKELMAN,11.333333333333332,0.5,8.166666666666668,1.5,4.666666666666666,0.16666666666666666,0.9166666666666666,20.916666666666664,5,64,74,37,40,23,80,60,69,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gnc4QSV5yRQT9YqiXzYrQZ.jpg
AYRTON DE OLIVEIRA,5.0,0.0,3.0,0.0,1.0,1.0,1.0,9.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BALTASAR DELPUECHE,11.9,1.7,4.566666666666666,1.4,4.4,0.5666666666666667,2.2333333333333334,20.4,8,56,27,95,42,27,62,22,76,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BALTAZAR DOMINGO,10.5,1.0,3.0,0.5,3.5,1.0,1.0,15.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BARRETO JESUS,2.0,0.0,2.0,0.0,0.25,0.5,0.0,4.0,4,215,89,168,89,128,65,95,309,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BARROS AGUSTIN,1.5,0.0,2.5,0.75,0.0,0.25,1.0,5.0,4,222,89,156,62,133,78,57,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BASSI JUAN IGNACIO,4.0,0.25,2.5,0.25,0.75,0.75,0.5,7.25,4,176,83,156,82,114,55,77,255,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BASUALDO TELLO PABLO,4.5,0.5,2.25,0.375,1.125,0.625,1.25,8.5,6,166,74,163,76,104,58,47,237,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA GOLDAMMER,12.333333333333334,1.0,4.666666666666667,1.3333333333333333,4.0,1.0,0.3333333333333333,18.333333333333332,3,51,52,91,45,35,44,84,95,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA JAUREGUI,2.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2KJVm7yCo89gRkvFFWKLy2.jpg
BAUTISTA MANUEL TIANO,3.5,0.0,5.5,0.5,1.5,0.0,0.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA MARI,2.0,0.0,3.3333333333333335,0.0,1.0,0.0,0.3333333333333333,5.666666666666667,3,215,89,131,89,109,86,84,283,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA NUNEZ,2.3333333333333335,2.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,6.666666666666667,3,208,22,168,77,109,86,84,263,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA SUAREZ VIVAS,3.5,1.0,4.5,0.0,1.0,0.5,1.0,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2fZ9nCBXKPB4coi6ij3Mvk.jpg
BAUTISTA USANDIVARAS,15.6,1.8,12.6,3.6,4.8,0.8,0.6,30.6,5,25,25,5,9,19,52,74,15,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BAUTISTA VIGNA,1.0,1.5,2.0,0.0,0.5,0.0,0.0,4.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
BAUTISTA ZAPATA,2.0,1.5,3.0,0.0,1.0,0.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"BELLINI, LUCIANO",9.666666666666666,2.0,5.666666666666667,4.0,2.3333333333333335,0.3333333333333333,0.0,17.333333333333332,3,86,22,73,6,62,75,95,107,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BELLISOMI MARCO,3.625,1.25,3.125,0.25,0.75,0.625,0.625,8.625,6,184,41,139,82,114,58,73,234,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BELLONI ESTEBAN,14.333333333333334,1.6666666666666667,6.0,1.0,4.666666666666667,1.3333333333333333,1.3333333333333333,23.333333333333332,3,36,28,68,57,22,35,44,50,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"BENAGHI, GUIDO",7.0,0.75,8.25,0.75,2.75,0.25,0.75,16.75,4,121,63,36,62,52,78,67,113,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENEDETTI AUGUSTO,4.5,1.0,2.5,2.0,0.5,0.5,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENETTI LUCA,1.0,0.0,9.0,1.0,0.0,0.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENICIO MINGOTE,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/34a5f7pBuJLfFxEs2BPN84.jpg
BENJAMIN BOUILIN FERRI,4.0,1.0,3.0,0.0,2.0,0.0,1.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN CONSTANTINI,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN DE LAUDO,13.75,2.25,12.25,1.25,6.25,0.0,1.0,29.25,4,41,19,6,47,8,86,57,19,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN DELASOIE,5.0,1.0,2.0,1.0,2.0,0.0,2.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN IGLESIAS,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,246,89,194,89,133,86,84,342,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN MARSILETTI,2.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN PALACIO,0.0,0.2,2.4,0.0,0.0,0.0,0.2,2.8,5,246,84,158,89,133,86,90,322,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/cQWiuVLFBNH1BH5AAZTSP4.jpg
BENJAMIN SALCEDO,15.2,2.2,5.8,2.4,4.0,1.6,0.8,24.0,5,29,21,71,20,35,30,66,44,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BENJAMIN SCARAFIA,5.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
"BERMUDEZ, TOBIAS",2.166666666666667,1.4166666666666667,4.5,0.16666666666666666,0.625,0.25,1.4583333333333335,9.541666666666668,7,211,31,96,85,118,78,38,220,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kQgLemBy9wtyPv1oy59QQ8.jpg
BERN ZOHORE,6.25,1.0,6.5,1.25,2.5,0.0,0.25,14.0,4,134,52,62,47,58,86,89,147,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BERNABE SCANDOLO,4.666666666666667,1.0,7.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,13.0,3,164,52,53,57,97,75,84,163,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BIONDI LUCAS,19.0,1.0,8.0,2.0,4.0,3.0,3.0,31.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BLAS DI TELLA,3.6666666666666665,0.6666666666666666,7.666666666666667,0.0,1.3333333333333333,0.3333333333333333,2.0,14.0,3,182,66,42,89,97,75,25,147,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
BLAZ EZEQUIEL GALVAN,5.0,0.5,5.5,0.0,2.5,0.0,2.0,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/hWPdYo8rYtDGZgSJ7Lk5V4.jpg
"BOB LEHMANN, JUAN IGNACIO",4.5,1.0,1.25,0.0,0.0,1.5,0.0,6.75,4,166,52,182,89,133,32,95,262,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"BORDON, BRUNO",8.666666666666666,1.0,5.666666666666667,1.0,2.3333333333333335,1.0,1.0,16.333333333333332,3,98,52,73,57,62,44,57,117,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BOTTAZZI FACUNDO,2.0,0.5,2.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,4.666666666666666,4,215,74,168,85,130,65,91,301,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRAIDA JULIAN EZEQUIEL,15.5,1.0,3.5,1.5,5.5,1.0,1.0,21.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kFGXuaibstb9sweBRq96oN.jpg
BRANDON RODRIGUEZ,2.5,0.5,1.0,0.0,0.5,0.5,1.0,5.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRANDON URIEL SZLAIEN,18.666666666666668,3.3333333333333335,6.333333333333333,5.0,6.333333333333333,0.3333333333333333,2.6666666666666665,31.0,3,13,5,65,3,7,75,15,14,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mKAa6vnZCLbatRECcgjhRM.jpg
BRIAN BARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
BRIAN CHIPANA,6.1000000000000005,0.1,2.4000000000000004,0.2,0.4,1.7,0.4,9.0,10,137,87,157,83,122,27,82,229,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRIAN FARIAS,4.333333333333333,1.0,3.6666666666666665,0.3333333333333333,0.0,1.3333333333333333,0.0,9.0,3,171,52,122,77,133,35,95,229,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRIAN MATHIAS CORAZA EUSTACE,2.5,0.5,3.0,0.0,0.5,0.5,0.5,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRIAN NAHUEL SCIFO,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRIAN PACHECO CONDORI,5.666666666666667,0.3333333333333333,5.333333333333333,1.0,2.3333333333333335,0.0,3.0,14.333333333333334,3,145,81,79,57,62,86,11,143,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRIAN PAINE,19.0,1.8,9.4,3.6,6.8,0.6,1.4,31.6,5,12,25,22,9,4,59,42,12,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rAySDA4uaMy1QL6NGqQTPV.jpg
BRUNO ARGANARAZ,17.9,2.65,10.75,4.45,5.6,0.75,2.35,33.65,7,15,13,12,5,13,55,19,6,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRUNO BRESCASIN,5.25,1.5,6.5,0.5,1.25,0.75,0.25,13.5,4,153,30,62,72,100,55,89,158,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRUNO CASARETTO,3.3333333333333335,3.6666666666666665,9.333333333333334,0.0,1.6666666666666667,0.0,0.6666666666666666,17.0,3,189,4,23,89,84,86,72,111,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRUNO JOEL MESA MENEGUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRUNO OSORIO RAMOGNINO,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,0.0,0.6666666666666666,3.6666666666666665,3,238,66,176,89,124,86,72,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BRUNO TOSETTO,2.0,0.5,6.0,1.0,0.5,0.0,0.0,8.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"BRUZZONE, MATIAS",3.75,1.0,2.0,0.25,1.75,0.0,0.75,7.5,4,179,52,168,82,83,86,67,252,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BULECZKA EMILIANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
BURGOS IAN MATIAS,4.0,1.2857142857142858,5.0,1.0,1.2857142857142858,0.14285714285714285,1.0,11.285714285714286,7,176,39,85,57,99,81,57,189,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"BUSTELO JUAREZ, JUAN PABLO",4.0,1.0,9.0,0.0,2.0,0.0,0.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"CABEZAS SMITH, JHONATHAN",3.0,1.0,3.6666666666666665,0.0,1.0,0.3333333333333333,0.3333333333333333,8.0,3,193,52,122,89,109,75,84,243,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"CADELLI, GUIDO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CALVO EMMANUEL,3.25,0.25,3.5,0.0,0.5,0.75,1.75,8.75,4,190,83,127,89,120,55,29,231,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CAMILA FLORENCIA DI NILLO,9.5,0.5,1.5,0.5,1.5,2.0,0.5,12.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CAMILO BODNAR,8.8,1.4,4.2,0.6,2.0,1.4,0.6,15.0,5,94,32,104,68,75,34,74,134,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CAMILO FAJARDO LEMOS,1.0,0.0,5.0,0.0,0.5,0.0,0.5,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CAMILO JENSEN,6.333333333333333,0.6666666666666666,2.3333333333333335,0.0,1.6666666666666667,1.0,0.6666666666666666,10.0,3,133,66,160,89,84,44,72,211,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CAMILO RAMOS ETCHEBERRY,9.75,1.25,5.0,1.0,4.0,0.25,0.75,16.75,4,85,41,85,57,35,78,67,113,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"CAMMARATA, MARTIN",6.175,0.85,3.05,1.075,1.8,0.5,0.425,10.5,9,136,59,141,55,81,65,80,202,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wFGvVVpLwctJqt2yaCxngb.jpg
CANIS BRUNO NAHUEL,11.5,0.5,10.5,2.0,2.5,1.5,1.0,23.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dzwBzh42v5Y4GTdunCuxCP.jpg
CARBONI FACUNDO,6.0,0.3333333333333333,5.0,1.0,2.0,0.3333333333333333,1.3333333333333333,12.666666666666666,3,138,81,85,57,75,75,44,167,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARDENAS LEONEL,21.5,2.0,13.0,2.5,9.5,0.0,1.5,38.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARDOSO MARIANO GABRIEL,4.0,2.8333333333333335,3.1666666666666665,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.1666666666666665,11.166666666666666,4,176,9,136,77,112,57,50,192,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARLINI FEDERICO,14.75,0.75,7.0,2.5,5.0,0.75,0.5,23.0,4,33,63,53,19,18,55,77,52,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARLO RAFAEL GARCIA PALAVECINO,6.75,0.5,4.75,0.5,2.0,0.75,0.25,12.25,4,124,74,90,72,75,55,89,174,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARLOS ELICABE,7.75,0.25,4.0,2.25,1.25,1.0,0.5,12.5,4,109,83,108,22,100,44,77,171,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CARLOS SAYAGO,7.0,1.1666666666666667,5.333333333333333,1.3333333333333333,1.8333333333333333,0.6666666666666666,1.1666666666666667,14.666666666666666,6,121,45,79,45,80,57,49,139,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2YJSk7Bhb1mVNF33oQCqnj.jpg
CASA SANTIAGO THOMAS,10.0,1.6666666666666667,4.333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,17.666666666666668,3,79,28,102,65,54,35,31,102,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dRyrMZSTJ29nsKfMXs8EKd.jpg
"CASARETTO, FRANCO",11.0,1.0,4.0,0.0,1.0,3.0,1.0,17.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/nwBU8BiwRUT2xM23GGAsNn.jpg
CATRIEL REBON,1.5,0.5,4.0,0.5,0.5,0.0,0.0,6.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"CERDA, JUAN ELISEO",5.0,0.0,10.5,0.0,2.5,0.0,1.0,16.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gCE2ub58r482Ut9bh2drog.jpg
CHAPARRO FACUNDO,2.125,0.25,4.375,0.125,1.0,0.0,0.75,7.5,6,213,83,99,86,109,86,67,252,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CHARON IAGO,5.0,0.0,4.5,0.5,1.5,0.5,0.5,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"CHAS, FAUSTINO",0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4sEHVD43YzyQCnB74EAz4E.jpg
CHRISTIAN BARRIOS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CHRISTIAN HELMICH,5.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CHRISTIAN NAHUEL DE CELIS,8.0,2.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,13.333333333333334,3,106,22,142,57,49,75,84,160,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
CHRISTIAN RIVERO,0.6,0.0,0.8,0.0,0.0,0.2,0.0,1.4,5,240,89,188,89,133,79,95,335,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
CIRO SALOTTI,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CLAUDIO PELLICCIONI,2.0,0.6,5.2,1.2,0.4,0.0,0.8,8.6,5,215,70,82,48,122,86,66,235,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
COLE MANFRED,8.5,0.5,6.5,3.5,2.5,0.0,2.0,17.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"COMANDO, TOMAS",2.5,0.41666666666666663,8.5,0.0,1.25,0.0,0.5833333333333333,12.0,5,204,77,33,89,100,86,76,178,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
COMTE JUAN PABLO,4.0,1.5,3.0,0.5,1.0,0.5,2.5,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CORDOBA MATIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CORDOBA NICOLAS,5.1875,1.1875,5.5625,0.1875,2.5,0.0,1.875,13.8125,10,156,44,75,84,58,86,26,149,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CORONEL LAUTARO,4.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,9.0,3,176,28,151,77,97,75,72,229,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CORRADINI ILAN,6.0,0.0,5.0,0.0,3.0,0.0,2.0,13.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CORRADINI ILAN GENARO,5.333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,10.666666666666666,3,151,66,102,77,109,44,84,199,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
COSTILLA DINO,5.0,3.5,6.0,0.0,1.0,1.0,1.5,16.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CRISTIAN,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/8jMgx9V4429JD55yQddqU5.jpg
CRISTIAN ARIEL ANGULO,5.0,0.5,1.5,0.0,2.5,0.0,0.5,7.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
CRISTIAN EZEQUIEL BASSI,1.3333333333333335,0.5,4.5,0.6666666666666666,0.3333333333333333,0.0,0.8333333333333333,7.166666666666666,4,226,74,96,65,124,86,64,257,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
CRISTIAN JUNIOR PEREZ DIAZ,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/aJu8ULneU3yPNX1BTu22jS.jpg
CRISTIAN MEOQUI,5.0,0.0,4.0,0.0,1.0,1.0,0.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
